job_id,subtime,start_time,finish_time,waiting_time
27913,5202442,5214935.0,5221063.0,12493.0
28007,5209313,5214935.0,5221142.0,5622.0
28132,5219784,5221142.0,5221242.0,1358.0
27915,5202514,5214935.0,5221292.0,12421.0
28138,5220236,5221292.0,5221364.0,1056.0
28122,5218691,5221391.0,5221396.0,2700.0
28140,5220520,5221364.0,5221421.0,844.0
28144,5220784,5221421.0,5221479.0,637.0
28135,5219957,5221242.0,5221484.0,1285.0
28147,5221220,5221484.0,5221547.0,264.0
28149,5221290,5221547.0,5221553.0,257.0
28146,5220976,5221479.0,5221565.0,503.0
28150,5221335,5221547.0,5221571.0,212.0
28153,5221392,5221553.0,5221628.0,161.0
28123,5218717,5221417.0,5221638.0,2700.0
28124,5218949,5221649.0,5221714.0,2700.0
28154,5221479,5221571.0,5221855.0,92.0
28157,5221897,5221897.0,5221916.0,0.0
28127,5219173,5221873.0,5221926.0,2700.0
28158,5222094,5222094.0,5222146.0,0.0
28130,5219550,5222250.0,5222278.0,2700.0
28129,5219529,5222229.0,5222311.0,2700.0
28152,5221362,5222311.0,5222439.0,949.0
28155,5221521,5222439.0,5222511.0,918.0
28156,5221730,5222511.0,5222575.0,781.0
28159,5222281,5222575.0,5222639.0,294.0
28160,5222381,5222639.0,5222689.0,258.0
28151,5221342,5221565.0,5222706.0,223.0
28165,5222653,5222653.0,5222747.0,0.0
28167,5222735,5222735.0,5222785.0,0.0
28163,5222529,5222639.0,5222899.0,110.0
28171,5222949,5222949.0,5222981.0,0.0
28170,5222857,5222857.0,5222988.0,0.0
28131,5219710,5222410.0,5223059.0,2700.0
28168,5222767,5222767.0,5223077.0,0.0
28166,5222691,5222988.0,5223116.0,297.0
28172,5223083,5223083.0,5223165.0,0.0
28173,5223206,5223206.0,5223211.0,0.0
28174,5223221,5223221.0,5223374.0,0.0
28176,5223392,5223392.0,5223540.0,0.0
28178,5223548,5223548.0,5223622.0,0.0
28181,5223635,5223635.0,5223719.0,0.0
28179,5223586,5223586.0,5223726.0,0.0
28182,5223731,5223731.0,5223806.0,0.0
28187,5223921,5223921.0,5223963.0,0.0
28185,5223855,5223855.0,5223967.0,0.0
28186,5223871,5223871.0,5224034.0,0.0
28188,5224011,5224011.0,5224061.0,0.0
28041,5211432,5219317.0,5224684.0,7885.0
28111,5215604,5220035.0,5225094.0,4431.0
28197,5224748,5225094.0,5225128.0,346.0
28201,5224927,5225128.0,5225165.0,201.0
28210,5225207,5225207.0,5225250.0,0.0
28005,5209250,5219317.0,5225287.0,10067.0
28164,5222561,5225261.0,5225289.0,2700.0
28002,5209103,5214935.0,5225625.0,5832.0
28109,5215523,5221063.0,5226138.0,5540.0
28126,5219146,5226138.0,5226275.0,6992.0
28128,5219412,5226275.0,5226408.0,6863.0
28133,5219885,5226408.0,5226554.0,6523.0
28137,5220069,5226554.0,5227182.0,6485.0
28112,5215774,5224684.0,5227992.0,8910.0
28204,5224972,5227989.0,5228103.0,3017.0
28237,5226932,5228103.0,5228166.0,1171.0
28235,5226911,5228103.0,5228210.0,1192.0
28238,5227189,5228210.0,5228383.0,1021.0
28246,5228204,5228204.0,5228421.0,0.0
28212,5225392,5228325.0,5228458.0,2933.0
28143,5220773,5227992.0,5228459.0,7219.0
28145,5220900,5228459.0,5228529.0,7559.0
28125,5219083,5225287.0,5228612.0,6204.0
28248,5228301,5228458.0,5228617.0,157.0
28241,5227337,5228103.0,5228658.0,766.0
28214,5225601,5228826.0,5228877.0,3225.0
28240,5227300,5228383.0,5228943.0,1083.0
28142,5220615,5227182.0,5228979.0,6567.0
28217,5225723,5229134.0,5229214.0,3411.0
28222,5226377,5229134.0,5229247.0,2757.0
28162,5222505,5228979.0,5229261.0,6474.0
28253,5229138,5229138.0,5229326.0,0.0
28231,5226679,5229379.0,5229401.0,2700.0
28169,5222840,5229261.0,5229408.0,6421.0
28228,5226632,5229332.0,5229457.0,2700.0
28175,5223369,5229408.0,5229577.0,6039.0
28232,5226709,5229409.0,5229606.0,2700.0
28180,5223633,5229577.0,5229718.0,5944.0
28216,5225694,5229063.0,5229738.0,3369.0
28148,5221271,5228529.0,5229741.0,7258.0
28258,5229611,5229611.0,5229821.0,0.0
28236,5226925,5229625.0,5229913.0,2700.0
28184,5223841,5229741.0,5229934.0,5900.0
28183,5223785,5229718.0,5229952.0,5933.0
28190,5224107,5229952.0,5230150.0,5845.0
28263,5230066,5230066.0,5230223.0,0.0
28191,5224111,5230150.0,5230235.0,6039.0
28264,5230245,5230245.0,5230285.0,0.0
28194,5224496,5230235.0,5230324.0,5739.0
28266,5230296,5230296.0,5230349.0,0.0
28192,5224208,5230150.0,5230351.0,5942.0
28195,5224524,5230351.0,5230578.0,5827.0
28196,5224645,5230578.0,5230660.0,5933.0
